# redshift modulo_de_distancia erro_do_mod_dist
0.028488 35.3393204018838 0.223905932998
0.050043 36.6695801012673 0.166828851413
0.052926 36.8041630501999 0.1557559148
0.070086 37.428796181767 0.158466934433
0.062668 37.4673772892552 0.156099434739
0.087589 38.2066098056833 0.187745679272
0.078577 37.4680361275949 0.155635656185
0.017227 34.6499840612256 0.199337179559
0.042233 36.3256758764452 0.167174042338
0.045295 36.6287030426789 0.164981248644
0.03648 35.8960129631219 0.170174952845
0.019599 34.5802261240198 0.184691219687
0.100915 38.4308648852869 0.167333481677
0.027342 35.0787958203143 0.175510835947
0.074605 37.5690122707729 0.15977086456
0.026489 35.4739334571903 0.19131226974
0.049922 36.5542167243153 0.162303819627
0.030604 35.542433367702 0.173295444142
0.016345641 34.0398667524639 0.142912931364
0.0154363 33.9370193292805 0.148694109648
0.030529 35.5914605203831 0.088750663709
0.024525 35.0519210094534 0.102438504345
0.023953 34.9626069108117 0.107041197195
0.026038 35.3606256406583 0.108499792159
0.048948 36.7190907162925 0.172547618731
0.024314 35.103299337456 0.181662706307
0.015166 34.0978064855659 0.215239340732
0.03572 35.9514263380559 0.171186987363
0.048818 36.3695374671339 0.160299265066
0.0219800059146 34.8473739962514 0.187544764358
0.1244 39.0128576069383 0.164268687505
0.036 35.8118310648278 0.167885249541
0.016321 34.0132663774765 0.204965074268
0.01673 34.2220780885845 0.209464670311
0.0275 35.6426956272035 0.176364688958
0.021793 34.9682352790261 0.232449382954
0.01645 34.1771086398451 0.250896560248
0.023208 35.0796296263255 0.231479604833
0.036457 36.1249300161369 0.217628588382
0.019264 34.9477079491211 0.24063381695
0.017605 34.3393133505825 0.271650644819
0.031528 35.7207278975886 0.225362488845
0.023536 35.1636021852098 0.234698201629
0.016743 33.9984654052573 0.248385125526
0.05371 36.4627088999808 0.221700260552
0.016991 34.374446135007 0.309889810973
0.027865 35.0862746938999 0.222426416634
0.017173 34.2562993469441 0.248216009365
0.029955 35.9646195138623 0.224368551768
0.016559 34.33961835323 0.251177496491
0.015 34.1596860913573 0.161452856549
0.0544 36.9405285542533 0.0860953525286
0.1561 39.1891707135382 0.0841441236726
0.0393 36.3243633436568 0.0991005283825
0.1241 38.7901797440045 0.111614246562
0.1441 38.7990421323655 0.156777491835
0.1299 38.9458385191951 0.12944495155
0.0784 37.6621598970017 0.0872168046336
0.0583 37.0177211110421 0.206256669369
0.0309 35.921592735334 0.183689296262
0.0406 36.3552701894538 0.172317344841
0.0152 34.0130354980493 0.21507123117
0.0224 34.9413805499996 0.239011369258
0.016 34.169942543342 0.221115374688
0.0362 35.9776333322312 0.171742204068
0.0173 34.2453302823543 0.215508499624
0.0312 35.6188528385393 0.180216697419
0.0221 34.9059197445808 0.189960682839
0.016 33.820536037542 0.207959703185
0.0249 34.7973615707189 0.193523924165
0.0303 35.6205347510011 0.17674738626
0.0283 35.5130550537667 0.180124445838
0.0152 34.2545009930493 0.241474862259
0.0345 35.9694426684415 0.211562474249
0.036 35.6700736511278 0.179022122406
0.0248 35.2498575633986 0.184605302796
0.0292 35.985121646954 0.174820107635
0.0163 34.4491035326116 0.212891042717
0.0187 35.0435380365791 0.197196789214
0.0195 34.7519456478927 0.197526188093
0.0256 35.6781973456869 0.186173891969
0.0337 35.8350963709055 0.179737453597
0.0546 36.5956002753142 0.176655181089
0.024 35.1700703013893 0.195512674436
0.0336 35.9968232123729 0.18852047363
0.0341 35.8332053215854 0.175222461707
0.0261 35.3537655078573 0.192469561714
0.0211 34.6553436533424 0.188393367669
0.0321 35.8878072750615 0.173845159832
0.0221 34.9164990881808 0.189014756295
0.0334 35.8714201750472 0.1757727334
0.0341 35.9338414647854 0.172834591542
0.0421 36.3897154638877 0.169930417471
0.0576 37.0655275180245 0.161852672221
0.0205 34.6120587068716 0.191412743444
0.0402 36.3642706932032 0.17063734958
0.026 35.374666515636 0.183933665117
0.0259 35.4093675450691 0.178489658823
0.0239 35.0288842214455 0.181392417208
0.069 37.5483870748126 0.176163639895
0.0651 37.2900332469736 0.162808584338
0.0229 35.191032773064 0.185459075264
0.0315 35.6431026310983 0.170993523745
0.0215 34.9272595761631 0.187040817965
0.0255 35.7136742531297 0.196167302112
0.0325 35.8048017178299 0.170394735896
0.0843 38.0302310992912 0.200253645227
0.0308 35.621126256185 0.178370444318
0.0327 36.0858263129906 0.16949230504
0.0423 36.3820250415156 0.171582196702
0.0684 37.7136904664416 0.170591643132
0.0153 34.7032914240484 0.213242896074
0.0233 34.8761920756519 0.183424685088
0.0491 36.7175901776448 0.175843223164
0.0425 35.917249666863 0.195296013078
0.0192 34.7317890068478 0.197842881265
0.0308 35.771281692385 0.173310004596
0.0212 34.8417344022218 0.19152972211
0.0277 35.6979423399321 0.183298735051
0.0335 35.9652868071537 0.170490251613
0.0208 34.7901583923963 0.201629405401
0.0173 34.2256615284543 0.220994474003
0.036 36.1371128301278 0.177000363965
0.0233 35.1924208206519 0.185738575456
0.0589 37.0965842307395 0.16568235078
0.0583 37.0433790933421 0.16808968138
0.0688 37.4690262060242 0.198025808769
0.0321 35.6398895363615 0.175025422739
0.0522 36.6609728782668 0.189117803003
0.0308 35.585649670285 0.172493084423
0.0329 35.9333764374771 0.170393175896
0.023 35.064782559964 0.186848384979
0.015 34.3759550099573 0.217348534701
0.0321 35.8621745370615 0.1737410077
0.0643 37.1590504372886 0.166008010074
0.032 35.8185296435509 0.193104691662
0.0209 34.6975749881304 0.19422693515
0.0219 34.8434115566883 0.188387184264
0.032 35.5803356257509 0.173446310936
0.0151 34.5220319906192 0.213682160531
0.0192 34.4866728886478 0.197091647943
0.0266 35.3167134647069 0.177716836428
0.0377 35.7855928306394 0.294106560612
0.0247 34.9073984430232 0.181621011598
0.0242 35.1832139914936 0.180174916343
0.0366 35.9619509073451 0.168963687947
0.0229 35.132791675564 0.183018039949
0.0312 35.8749016361393 0.173762463024
0.015 34.1075931695573 0.213388869977
0.0341 35.7617753874854 0.177569140796
0.0251 34.9418786073977 0.179222700336
0.0189 34.3698887975104 0.209571630196
0.029802136901 35.4633225110374 0.122226817874
0.0321340168614 35.3699318801432 0.127512090116
0.0275687259109 35.468443955218 0.128117983088
0.0469673346156 36.4824151693006 0.110309142172
0.0183152320362 34.3670912976139 0.160464926406
0.0800481440021 37.6652043706673 0.101968492144
0.0241852990802 35.0461614407396 0.133368622118
